Query,Average Time (seconds)_1,Average Time (seconds)_10,Average Time (seconds)_100,Average Time (seconds)_1000
Query1,0.34401156966667656,1.3540193958333286,13.49120598633336,138.0362563401659
Query3,0.434352423666662,0.17421052083334607,0.2813620138333211,6.198941923666401
Query4,0.40809450683333165,0.3936281388333498,0.5081382990000142,1.579509514000468
Query5,3.035816402833324,2.9450484788333333,3.1665006181666135,4.157872923333343
Query6,0.7022722083333311,0.6804822223333531,0.8968187706666034,3.9963700274993244
Query7,3.2379357431666684,2.8498152358333377,3.0502415556666542,4.411645986167362
Query8,0.14211738199999027,0.13281629149998744,0.14284378483334118,0.26507708999997703
Query9,0.13588515283332944,0.13696138200000973,0.17842081283333755,0.6544990831665322
Query10,3.1936479656666563,3.1081704094999907,4.521431000000007,27.94937489583299
Query11,0.1348315138333381,0.13077591666666422,0.14629606966665656,0.30132049283323187
Query12,0.13681193783333376,0.13437459733331517,0.21242550700003449,0.8029036874998686
Query13,0.1352975346666625,0.13169377766666912,0.1675725486666503,0.6164008958330669
Query14,0.13601204866666214,0.1311218961666706,0.1361195625000088,0.1908296943326301
Query15,0.13562262483331722,0.13468970816666115,0.1418359374999909,0.6583872706660259
Query16,2.6448265768333292,2.5053849721666857,2.554150507166734,2.7405141319998925
Query17,2.6878744796666703,2.543228860833352,2.552044895833357,2.5769705763335273
Query18,2.6732188681666664,2.570911576333335,2.544288743333292,2.605050555833865
Query19,2.6787154099999904,2.6773692776666658,2.563971902666632,2.558624215666896
Query20,2.8971084236666607,2.529575006999996,2.5424833816666705,2.6710738750001233
Query21,2.7699252845000095,2.547797181000002,2.599985555499984,2.7941966319995117
Query22,4.84791666745347e-05,0.5510654999999834,6.499458854333322,67.67445090966642
